,recipeName,ingredients,instructions,supplementary_ingredients,supplementary_instructions
123,Stewed Potatoes & Arrowroots ,"9 potatoes, unpeeled, Irish, white (1 kg) 3 arrowroots, unpeeled, raw (1.7 kg) 6 green bananas, unpeeled, raw (1.2 kg) 1 onion, red skinned, raw, unpeeled (185 g) 3 tomatoes, red, ripe (511 g) 1/3 cup (69 g) cooking oil 3 tsp. (15 g) salt, iodized 7 cups (1534 g) water ","Serves 4 • Peel and wash the potatoes, arrowroots, onions and tomatoes. • Cut the washed ingredients into cubes in separate bowls. • Peel and wash the bananas and keep them in a sepa- rate bowl with water (this water is not for cooking but to prevent bananas from browning). • Heat the cooking oil in a cooking vessel for 2 minutes and add onions, cook for 12 minutes until golden brown. • Add tomatoes and cook for 8 minutes. • Add the salt and stir. • Add the chopped potatoes and stir. • Add 4 cups of water and cook for another 4 minutes. • Add cut arrowroots and cover to cook for 17 minutes. • Add the bananas and 3 cups of water then stir and let to it cook for 13 minutes. Serve. Energy 380 kJ/ 90 kcal |│ Fat 2.1 g │| Carbohydrates 15.0 g |│ Protein 1.9 g │| Fibre 1.8 g │ Vitamin A 3 mcg │| Iron 0.9 mg │| Zinc 0.44 mg Nutrition data per 100g of recipe: 251 A Recipe Book 0f Common Mixed Dishes with Nutrient Values; As Prepared by Communities. KFCT Code 15058 ",,
124,Yam Stew ,"1 yam, white, raw (2 kg) 6 potatoes, unpeeled, Irish, white (908 g) 1 onion, red skinned, raw, unpeeled (175 g) 2 tomatoes, red, ripe (209 g) 2 carrots, orange, raw (245 g) 1 ½ tbsp. (22 g) salt, iodized 1/3 cup (76 g) cooking oil 4 3/4 cups (1036 g) water ","Serves 4 • Peel, wash and cut the yam into small pieces. • Peel and wash the potatoes in water. • Cut the potatoes into small cubes. • Peel, wash and cut the tomatoes, carrots and the onions. • Heat the oil for 1 minute then add the onions. • Add tomatoes after 3 minutes. • Add salt after 5 minutes. After 6 minutes add the cut yam and stir. • After 8 minutes add all the water and cover the pot. • After 6 minutes add potatoes, stir and cover. • Add carrots after 8 minutes. • Heat for 20 minutes and remove from the fire. • Serve hot. Energy 394 kJ/ 94 kcal │| Fat 2.4 g │| Carbohydrates 15.3 g │| Protein 1.5 g |│ Fibre 2.5 g │ Vitamin A 34 mcg │| Iron 0.7 mg │| Zinc 0.21 mg Nutrition data per 100g of recipe: 253 A Recipe Book 0f Common Mixed Dishes with Nutrient Values; As Prepared by Communities. KFCT Code 15052 ",,
125,Pumpkins with Peanut Butter ," 1.5 kg pumpkin raw unpeeled 7 tbsp. (109 g) peanut butter 4 tsp. (16 g) cooking oil 2 1/8 cups (466 g) water 1 ½ tsp. (7 g) salt, iodized • ","Serves 4 • Peel and wash the pumpkin. In a separate bowl mix the peanut butter with 1/8 cup of water. • Put the pumpkin into a cooking pot and add the rest of the water. • Bring to boil, add salt and cooking oil. • When the pumpkin has cooked, add the peanut paste. • Cover and simmer for 9 minutes. • Serve. Energy 359 kJ/ 86 kcal |│ Fat 5.5 g |│ Carbohydrates 5.4 g |│ Protein 2.6 g │| Fibre 2.6 g │ Vitamin A 91 mcg |│ Iron 0.6 mg │| Zinc 0.36 mg Nutrition data per 100g of recipe: 255 A Recipe Book 0f Common Mixed Dishes with Nutrient Values; As Prepared by Communities. KFCT Code 15141 ",,
126,Sweet Potatoes with Peanut Butter ,"5 sweet potatoes, unpeeled, raw, orange fleshed (1.6 kg) 1 onion, red skinned, unpeeled, raw (71 g) 2 tomatoes, Red, ripe (296 g) 3 tbsp. (36 g) cooking oil 6 tbsp. (100 g) peanut butter 1 ½ tsp. (7 g) salt, iodized 4 2/3 cups (1004 g) water • ","• Peel, wash and cut the sweet potatoes into desirable sizes. • Peel and chop the onion and fry with oil in a cooking pot until golden brown. • Grate tomatoes and add into the golden-brown onions, stir and simmer until the tomatoes are well cooked or tender. • Add the sweet potatoes and salt. Mix and cover to simmer. • Add 4 cups of water and continue simmering. • Meanwhile, mix the peanut butter with 2/3 cup of water in a separate bowl.  Add the peanut mixture into the sweet potatoes mixture and stir. • Simmer for 3 minutes and serve. Energy 373 kJ/ 89 kcal |│ Fat 4.4 g │| Carbohydrates 9.3 g │| Protein 2.2 g │| Fibre 2.2 g │ Vitamin A 263 mcg │| Iron 0.7 mg │| Zinc 0.42 mg Nutrition data per 100g of recipe: 257 A Recipe Book 0f Common Mixed Dishes with Nutrient Values; As Prepared by Communities. KFCT Code 15113 ",,
127, Arrowroot Stew ,"4 potatoes, unpeeled, white, Irish (916 g) 3 arrowroots, unpeeled, raw (1.6 kg) 3 green bananas, unpeeled (393 g) 3 carrots, orange (342 g) 2 red skinned, onions, unpeeled (188 g) 3 tomatoes, red, ripe (286 g) 1/3 cup (64 g) cooking oil 4 tsp. (20 g) salt, iodized 7 cups (1522 g) water ","• Peel, wash and cut the potatoes, arrowroots and ba- nanas into large chunks. Place them in separate bowls and cover with water. • Peel, wash, cut the carrots and tomatoes and place in separate bowls. • Chop the onions and put into a clean pot, add cook- ing oil and cook the onion until it starts to brown • Add tomatoes, cook while stirring until tender • Add the cut arrowroots, stir and cook for 3 minutes. • Add the cut carrots, 4 cups of water and stir. Cook for 4 minutes. • Add potatoes, salt and stir. • Cover and leave to cook for 15-20 minutes while stir- ring at intervals. • Add the chopped green bananas and cook for 2 min- utes. Add 3 cups of water. • Cover and cook until ready. • Remove from heat and serve. Energy 383 kJ/ 91 kcal |│ Fat 2.3 g |│ Carbohydrates 14.9 g |│ Protein 1.9 g |│ Fibre 1.8 g │ Vitamin A 48 mcg │| Iron 0.9 mg | Zinc 0.44 mg Nutrition data per 100g of recipe: 259 A Recipe Book 0f Common Mixed Dishes with Nutrient Values; As Prepared by Communities. KFCT Code 15112 ",,
128,Pan Fried Arrowroots ,"1 arrowroot, unpeeled, raw (574 g) 1 cup (209 g) cooking oil 5 cups (1085g) water 1 tsp. (5 g) salt, iodized ","• Put the arrowroots into a cooking pot; add all the water and salt bring to a boil for 15 minutes. • Drain the excess water. • Dice the boiled arrowroots into thin circular shapes. • Add cooking oil into a clean pan and heat for 3 minutes. • Place the boiled arrowroots on the pan. Fry for 7 minutes, while turning at intervals. • Remove from pan and place onto paper towels to  Peel and wash the arrowroots. drain the oil. • Serve while hot. Energy 761 kJ/ 181 kcal │| Fat 5.2 g │| Carbohydrates 28.3 g │| Protein 4.1 g |│ Fibre 2.5 g │ Vitamin A 2 mcg │| Iron 1.3 mg |│ Zinc 1.09 mg Nutrition data per 100g of recipe: 261 A Recipe Book 0f Common Mixed Dishes with Nutrient Values; As Prepared by Communities. KFCT Code 15117 ",,
129,Pan Fried Sweet Potatoes ,"6 sweet potatoes, unpeeled, orange fleshed (1.9 kg) 4 ½ cups (996 g) water 1 cup (191 g) oil ","| Serves 4 • Peel the sweet potatoes and wash. • Chop them into large chunks. • Put the sweet potatoes into a cooking pot, add all the water and place on heat. • Bring the sweet potatoes to a boil until tender. (Do not overcook) • Drain the excess water. • Heat cooking oil in a pan for 2 minutes. • Gently place the sweet potatoes onto the oil, fry until they turn golden brown and crispy. • Turn to fry the other side. • Remove from heat. • Serve. Energy 1,035 kJ/ 248 kcal |│ Fat 13.9 g │| Carbohydrates 25.3 g |│ Protein 3.1 g │| Fibre 4.9 g │ Vitamin A 796 mcg │| Iron 0.8 mg |│ Zinc 0.73 mg Nutrition data per 100g of recipe: 263 A Recipe Book 0f Common Mixed Dishes with Nutrient Values; As Prepared by Communities. KFCT Code 15109 ",,
130,Potato Bhajia ,"3 potatoes, unpeeled, white, Irish (809 g) 1 small piece of ginger (11 g) 4 cloves garlic (14 g) 4 green chillies (8 g) 1 bunch (30 g) coriander leaves 1 cups (133 g) gram flour 1 ½ tsp. (8 g) salt, iodized 1 tsp. (2 g) red chilli powder 1 tsp. (2 g) turmeric powder Juice of ½ lemon (2 g) • • 4 1/8 cups (818 g) cooking oil 1/3 cup (68 g) water 1 pinch (1 g) bicarbonate of soda ","Serves 4 • Peel the potatoes, wash, cut into round shapes and put aside. • Crush the garlic, ginger and green chilli. Cut the coriander leaves. Into a clean dry bowl, add all the ingredients and mix (gram flour, ginger, garlic, red chilli, green chil- lies, coriander leaves, salt, turmeric powder, lemon juice and bicarbonate of soda). Into the mixed ingredients, add cut potatoes and mix to evenly coat the potatoes. • Add a little water if necessary. • Put cooking oil into a cooking pot and heat for 7 minutes. • Put in the coated potatoes and fry for 8 minutes. • Remove from oil and place onto paper towels to drain the oil. • Serve while hot. Energy 1,960 kJ/ 471 kcal |│ Fat 31.0 g |│ Carbohydrates 37.1 g |│ Protein 8.6 g |│ Fibre 4.8 g │ Vitamin A 5 mcg |│ Iron 3.0 mg │| Zinc 0.78 mg Nutrition data per 100g of recipe: 265 A Recipe Book 0f Common Mixed Dishes with Nutrient Values; As Prepared by Communities. KFCT Code 15131 ",,
131,Potato Chips ,"6 potatoes, unpeeled, Irish, white (1.1 kg) 4 ½ cups (867 g) cooking oil ","• Peel the potatoes, wash and cut lengthways into thin stripes • Heat cooking oil in a pot for 7-10 minutes or until the oil is hot enough. • Add the cut potatoes and fry for 10 minutes and turn. Allow to cook for another 10 minutes or until ready. • Remove from oil and place on paper towels to drain the oil. • Serve while hot. Energy 1,365 kJ/ 326 kcal │| Fat 13.6 g │| Carbohydrates 44.4 g │| Protein 4.8 g |│ Fibre 3.3 g │ Vitamin A 0 mcg |│ Iron 2.7 mg │| Zinc 0.63 mg Nutrition data per 100g of recipe: 267 A Recipe Book 0f Common Mixed Dishes with Nutrient Values; As Prepared by Communities. KFCT Code 15110 ",,
132,Stewed Green Bananas ,"12 green bananas, unpeeled, raw (2.1 kg) 2 onions, red skinned, raw, unpeeled (256 g) 6 tomatoes, red, ripe (633 g) 1 tsp. (4 g) salt, iodized ½ cup (80 g) cooking oil 4 2/3 cups (1019 g) water ","• Peel the onions, wash and cut into a bowl. • Wash the tomatoes and cut into a separate bowl. • Peel and clean the bananas • Heat oil in a cooking pot, add the onions and fry until golden brown. • Add the tomatoes, salt and stir • Add the bananas and stir. • Put all the water and allow to simmer until ready. • Serve hot. Energy 350 kJ/ 84 kcal |│ Fat 3.8 g │| Carbohydrates 10.4 g │| Protein 1 g |│ Fibre 2.2 g │ Vitamin A 6 mcg │| Iron 0.7 mg │| Zinc 0.21 mg Nutrition data per 100g of recipe: 269 A Recipe Book 0f Common Mixed Dishes with Nutrient Values; As Prepared by Communities. KFCT Code 15097 ",,
133,Matoke (Stewed Green Bananas with Meat) ,"456 g beef, medium fat 1.5 kg green bananas, unpeeled, raw 1 onion, unpeeled, red skinned, raw (184 g) 3 tomatoes, red, ripe (329 g) 106 g coriander leaves 8 potatoes, unpeeled, Irish, white (1.1 kg) 1 ½ tbsp. (24 g) salt, iodized ¼ cup (44 g) cooking fat, white 8 ¼ cups (1810 g) water ","| Serves 4 • Cut the meat into bite size chunks and boil in 4 cups of water for 50 minutes. • Meanwhile, peel and wash the onions and tomatoes; cut into small cubes. • Peel potatoes and bananas separately. • Cut coriander leaves and set aside. • Add onions to the meat and stir until the meat dries. • Add oil, tomatoes, potatoes and bananas and finally the coriander leaves. • Add salt to taste. • Continue to stir while adding the rest of the water for 13 minutes. • Cover with a lid. • Cook for another hour. Energy 494 kJ/ 118 kcal |│ Fat 4.1 g │| Carbohydrates 13.3 g │| Protein 6 g |│ Fibre 1.8 g │ Vitamin A 19 mcg │| Iron 3.9 mg │| Zinc 1.12 mg Nutrition data per 100g of recipe: 271 A Recipe Book 0f Common Mixed Dishes with Nutrient Values; As Prepared by Communities. KFCT Code 15056 ",,
134,273 ,,,,
135,Whole Maize Flour Ugali ,"3 2/3 cups (495 g) whole maize flour, white 4 3/4 cups (1026 g) water ","Serves 4 • Measure water and flour into separate bowls. • Put all the water into a cooking pot, cover and bring to a boil. • Add flour into the boiling water and keep mixing while pressing against the wall of the cooking pot until the mixture is smooth without lumps. • Once properly mixed, reduce the fire and simmer for 13 minutes. • Serve as desired. Energy 596 kJ/ 141 kcal │| Fat 1.8 g │| Carbohydrates 26 g │| Protein 3.3 g |│ Fibre 3.8 g │ Vitamin A 0 mcg |│ Iron 1.1 mg |│ Zinc 0.77 mg Nutrition data per 100g of recipe: 275 A Recipe Book 0f Common Mixed Dishes with Nutrient Values; As Prepared by Communities. KFCT Code 15005 ",,
136,Maize and Finger Millet Flour Ugali ,"2 cups (253 g) whole maize flour, white 2 cups (262 g) finger millet flour 5 cups (1149 g) water ","Serves 4 • Mix the dry ingredients together; whole maize meal and finger millet flour, until an even colour is obtained. • Boil all the water in a cooking pot. • Pour ¾ of the mixed flour into the cooking pot and slowly start mixing. • Continue mixing for 2 minutes. • Add the remaining quarter of the flour while mixing. Mix while pressing the mixture against the wall of the pot to avoid forming lumps. Continue mixing until smooth. • Reduce the fire after 2 minutes of cooking and simmer for 17 minutes until ready. • While simmering, keep mixing periodically. • Remove from fire, turn over onto a plate and serve hot. Energy 562 kJ/ 133 kcal │| Fat 1.3 g |│ Carbohydrates 24 g │| Protein 3.1 g │| Fibre 6.6 g │ Vitamin A 0 mcg |│ Iron 2.9 mg │| Zinc 0.73 mg Nutrition data per 100g of recipe: 277 A Recipe Book 0f Common Mixed Dishes with Nutrient Values; As Prepared by Communities. KFCT Code 15006 ",,
137,"Maize, Red Sorghum and Finger Millet flour Ugali ","2 cups (255 g) whole maize flour, white 1 cup (132 g) red sorghum flour 1 cup finger millet (113 g) flour 5 cups (1139 g) water ","Serves 4 • Put all the water into a cooking pot and bring to a boil. • Meanwhile, mix the dry ingredients; whole maize flour, finger millet, red sorghum until an even colour is attained. • Pour the dry mixture all at once into the cooking pot and slowly start mixing everything. • Mix while pressing the mixture against the walls of the pot to avoid forming lumps. • Continue mixing the paste until smooth. • Reduce the fire and simmer for 8 minutes. • Remove from fire, turn over onto a plate and serve hot. Energy 543 kJ/ 129 kcal │| Fat 1.4 g │| Carbohydrates 23.3 g | Protein 3.1 g │| Fibre 5.3 g │ Vitamin A 0 mcg |│ Iron 1.9 mg │| Zinc 0.72 mg Nutrition data per 100g of recipe: 279 A Recipe Book 0f Common Mixed Dishes with Nutrient Values; As Prepared by Communities. KFCT Code 15007 ",,
138,Cassava & Red Sorghum Flour Ugali ,1 1/3 cups (174 g) cassava flour 1 3/4 cups (237 g) red sorghum flour 5 ¼ cups (1164 g) water ,"Serves 4 • Put all the water in a cooking pot and bring to a boil. • Mix the dry ingredients; cassava and red sorghum flour, together. • Add all the dry mixture into the boiling water. • Slowly start mixing the contents while pressing the mix- ture against the wall of the pot to prevent the flour from forming lumps. • Continue mixing the paste until smooth. • Reduce the fire to low and simmer for 10 minutes. • Remove from fire, turn over onto a plate and serve hot. Energy 489 kJ/ 116 kcal │| Fat 0.8 g │| Carbohydrates 23.4 g │| Protein 2.1 g │| Fibre 3.4 g │ Vitamin A 0 mcg |│ Iron 0.9 mg |│ Zinc 0.50 g Nutrition data per 100g of recipe: 281 A Recipe Book 0f Common Mixed Dishes with Nutrient Values; As Prepared by Communities. KFCT Code 15008 ",,
139,Refined Maize Flour Ugali ,"3 ½ cups (488 g) refined, white, maize flour 4 ¼ cups (921 g) water ","Serves 4 • Bring all the water to a boil. • Add the maize flour gradually to the boiling water (not all at once). • Stir continuously with a wooden spoon until desired consistency is achieved. • Keep turning periodically until cooked and cover the pot at intervals. • Remove from fire, turn over onto a plate and serve hot. Energy 626 kJ/ 148 kcal |│ Fat 1.9 g │| Carbohydrates 27.3 g │| Protein 3.4 g │| Fibre 4.0 g │ Vitamin A 0 mcg | Iron 1.1 mg │| Zinc 0.81 mg Nutrition data per 100g of recipe: 283 A Recipe Book 0f Common Mixed Dishes with Nutrient Values; As Prepared by Communities. KFCT Code 15009 ",,
140,"Sorghum, Finger Millet and Refined Maize ","3 ½ cups (444 g) red sorghum flour 1¼ cups (154 g) finger millet flour 4 ½ cups (570 g) maize flour, refined, white, • 7 cups (1531 g) water ","Serves 4 • Mix the dry ingredients evenly. In a separate cooking pot, bring all the water to a boil. • Add the flour mixture into the boiling water and stir continuously for 6 minutes or until the mixture is firm. • Simmer and allow to cook for 15 minutes. • Remove from fire, turn over onto a plate and serve hot. Energy 634 kJ/ 150 kcal |│ Fat 0.7 g |│ Carbohydrates 32.1 g |│ Protein 1.9 g │| Fibre 3.6 g │ Vitamin A 0 mcg │| Iron 1.3 mg │| Zinc 0.44 mg Nutrition data per 100g of recipe: 285 A Recipe Book 0f Common Mixed Dishes with Nutrient Values; As Prepared by Communities. KFCT Code 15010 ",,
141,Cassava Flour Ugali ,1 cup (125 g) cassava flour 1 ¼ cups (268 g) water Serves 2 ,"• Put all the water in a cooking pot and place on the fire. • When the water boils, add the cassava flour gradually. • Keep stirring and turning until it becomes firm. • Once it is firm, allow to simmer for 10 minutes. • Remove from the fire and turn over onto a plate to serve. Energy 788 kJ/ 186 kcal │| Fat 0.3 g │| Carbohydrates 43.7 g │| Protein 1.1 g │| Fibre 2.2 g │ Vitamin A 1 mcg │| Iron 0.8 mg │| Zinc 0.41 mg Nutrition data per 100g of recipe: 287 A Recipe Book 0f Common Mixed Dishes with Nutrient Values; As Prepared by Communities. KFCT Code 15011 ",,
142,"Cassava, Finger Millet & Sorghum Flour Ugali ",6 cups (780 g) cassava flour 2 1/3 cups (313 g) finger millet flour 2 ½ cups (345 g) sorghum flour 9 cups (1998 g) water ,"Serves 4 • Add all the water to a cooking vessel/pot and heat to boil. • Mix the flours together in a bowl. • Add the mixture of flours into the boiling water while stirring continuously for 10 minutes. • Keep turning periodically until cooked and cover the pot at intervals. • Remove from fire, turn over onto a plate and serve hot. Energy 613 kJ/ 145 kcal │| Fat 0.6 g |│ Carbohydrates 30.7 g │| Protein 2 g │ Fibre 4.3 g │ Vitamin A 0 mcg |│ Iron 1.7 mg │| Zinc 0.53 mg Nutrition data per 100g of recipe: 289 A Recipe Book 0f Common Mixed Dishes with Nutrient Values; As Prepared by Communities. KFCT Code 15051 ",,
143,"Gurdo, Marqa (Ugali in Sour Milk) ","1 cup (126 g) teff flour Serves 4 2 ¼ cups (288 g) red sorghum flour 3 1/3 cups (771 g) fermented milk 1 ½ tsp. (7 g) salt, iodized 4½ tbsp. (59 g) ghee 1 cup (232 g) water • ","• Put the fermented milk in a cooking vessel and add all the water. • Begin to heat while stirring. • Add a pinch of salt and continue stirring. In a separate bowl, mix the teff and sorghum flour evenly. • After 6 minutes add the flour mixture. Stir until evenly consistent. • Cook for 20 minutes then add ghee. • Continue turning until cooked; 4 minutes. Energy 1,015 kJ/ 242 kcal │| Fat 9.6 g │| Carbohydrates 29.7 g │| Protein 6.6 g │| Fibre 5.11 g │ Vitamin A 65 mcg │| Iron 2.2 mg │| Zinc 1.36 mg Nutrition data per 100g of recipe: 291 A Recipe Book 0f Common Mixed Dishes with Nutrient Values; As Prepared by Communities. KFCT Code 15043 ",,
144,Vinolo (Banana and Maize Flour Ugali) ,"4 bananas, green, raw, unpeeled (710 g) 2 cups (257 g) maize flour, white 4 cups (890 g) water ","Serves 4 • Peel the bananas, wash and cover with water. • Boil the bananas in a separate cooking pot. • Mash the bananas until smooth. • Meanwhile, boil all the water in a cooking pot. • Add half the flour into the boiling water and stir until smooth. • Add the mashed bananas and continue stirring. • Add the remaining flour gradually as you stir until you achieve the desired consistency. • Remove from heat and wrap in aluminium foil. • Dip into boiling water and turn after 7 minutes. • Remove from the water after 5 minutes. • Serve hot. Energy 524 kJ/ 124 kcal |│ Fat 0.9 g │| Carbohydrates 25.5 g │| Protein 2.2 g |│ Fibre 2.5 g │ Vitamin A 16 mcg │| Iron 1.2 mg │| Zinc 1.16 mg Nutrition data per 100g of recipe: 293 A Recipe Book 0f Common Mixed Dishes with Nutrient Values; As Prepared by Communities. KFCT Code 15065 ",,
145,Finger Millet Flour Ugali ,7 3/4 cups (993 g) finger millet flour 4 2/3 cups (1007 g) water • ,"Serves 4 • Put all the water into the pot over fire and bring to a boil. Into the boiling water, add the finger millet flour gradu- ally while stirring to a soft consistency. • Continue stirring for 3- 5 minutes while turning for cook evenly. • Remove from heat. • Serve while hot. Energy 505 kJ/ 120 kcal |│ Fat 0.7 g │| Carbohydrates 21.0 g │| Protein 2.9 g │| Fibre 8.9 g │ Vitamin A 0 mcg | Iron 4.4 mg │| Zinc 0.67 mg Nutrition data per 100g of recipe: 295 A Recipe Book 0f Common Mixed Dishes with Nutrient Values; As Prepared by Communities. KFCT Code 15100 ",,
146,297 ,,,,
147,White Chapati ,"4 1/3 cups (576 g) wheat flour, refined, fortified 1 ½ cups (318 g) water 1 tsp. (5 g) white sugar ½ tsp. (2 g) salt, iodized ¾ cup (168 g) cooking oil • ","Makes 6 • Measure flour, salt, sugar, cooking oil and water into separate bowls. • Mix the dry ingredients; flour, sugar and salt. • Warm all the water and add into the dry ingredients mixture. • Knead the mixture to soft dough for 6 minutes. • Set the dough aside and cover for 16 minutes before use. • Place the cast iron pan over the fire and heat. • Dust the working surface lightly with flour and start roll- ing the dough to desired thickness. • Apply ¼ cup oil on top, cut into strips and roll strips into balls of desired size. • Cover with cling film or a clean kitchen towel and let the dough rest. • Cooking oil is added into the mixture either in water, in dry ingredients or when kneading. You can also use oil to cover the dough to prevent it from drying/ crusting. Oil can also be applied on top. • Start rolling each ball on a lightly floured work surface into a disc shape. • Cook each chapati on the pan one at a time until lightly browned on both sides. Lightly oil each side and turn before removing it from the heat. Repeat for all the chapati’s. • Stack up the cooked chapati as you remove them from the pan. Keep covered. Energy 1,774 kJ/ 424 kcal │| Fat 21.1 g │| Carbohydrates 49.6 g |│ Protein 7.8 g |│ Fibre 2.5 g │ Vitamin A 59 mcg │| Iron 3.9 mg |│ Zinc 0.61 mg Nutrition data per 100g of recipe: 299 A Recipe Book 0f Common Mixed Dishes with Nutrient Values; As Prepared by Communities. KFCT Code 15019 ",,
148,Brown Chapati ,"3 2/3 cups (414 g) wheat flour, whole, Makes 7 atta 1 cup (198 g) water 1 tsp. (5 g) sugar, white ½ tsp. (2 g) salt, iodized 2/3 cup (134 g) cooking oil bowl. balls. ","• Measure flour, salt, sugar, cooking oil and water into sep- arate bowls. • Heat all water for 4 minutes. The water should be warm not boiling. • Mix the ingredients; flour, sugar and salt into a mixing • Pour all the warm water into the dry mixture. • Knead the mixture to soft dough. • Set the dough into a bowl and cover for 15 minutes be- fore use. • Put the pan over fire and heat. • Dust the working surface with flour and start rolling the dough to desired thickness. • Cut the rolled into strips and roll the strips into round • Cover with cling film, damp cloth or any suitable material to prevent the dough from drying and/ or forming a crust. • Roll out the balls one at a time into a disc shape. • Cook each the chapati on the pan, turning to cook on both sides. Lightly, oil each side and fry until browned. • Each chapati cooks for 3 minutes until golden brown. • Remove from fire and stack them up. Keep covered. Energy 1,723 kJ/ 413 kcal |│ Fat 22.9 g │| Carbohydrates 40.9 g │| Protein 7.3 g │| Fibre 7.2 g │ Vitamin A 1 mcg │| Iron 2.4 mg │| Zinc 1.50 mg Nutrition data per 100g of recipe: 301 A Recipe Book 0f Common Mixed Dishes with Nutrient Values; As Prepared by Communities. KFCT Code 15020 ",,
149,Roti (Indian Chapati) ,"1 3/4 cups (227 g) wheat flour, whole ½ tsp. (3 g) salt, iodized 3/4 cup (163 g) water 2 tbsp. (26 g) cooking oil 2 ½ tbsp. (34 g) cow ghee ","• Put wheat flour into a bowl, add salt and ghee. • Add ¾ cup of water while kneading. • Knead the mixture into soft dough. • Cover and leave to rest for 3 hours. • Heat a pan for 2 minutes. Put a drop of cooking oil. • Roll the dough into circular discs of desired sizes and place them on the pan. • Fry for 3 minutes until they turn brown or while turning continuously. • Add a little oil if necessary. • Remove and repeat the process for all the pieces. Energy 1,560 kJ/ 374 kcal |│ Fat 16.7 g │| Carbohydrates 43.8 g │| Protein 8 g │| Fibre 7.9 g │ Vitamin A 44 mcg │| Iron 2.7 mg │| Zinc 1.64 mg Nutrition data per 100g of recipe: 303 A Recipe Book 0f Common Mixed Dishes with Nutrient Values; As Prepared by Communities. KFCT Code 15130 ",,
150,Bhature (Fried Indian Bread) ,"2 1/3 cups (304 g) self-raising wheat flour 1 ½ tsp. (8 g) salt, iodized • 1 ½ tsp. (9 g) sugar 1 ½ tbsp. (17 g) ghee 3 ¾ cups (419 g) cooking oil Handful (7 g) fenugreek leaves 3/4 cup (178 g) natural yoghurt ½ cup (103 g) water 19 g coriander leaves • ","Serves 4 Into a dry bowl, put the self-raising wheat flour, sugar, salt and ghee. Sprinkle the fenugreek leaves, coriander leaves and add yoghurt. • Start kneading while adding all the water in small amounts. Knead to achieve soft dough. • Cover the dough let it stand for 1 hour. • Cut and roll the dough into desired sizes and shapes. • Put a little cooking oil at a time into a dry pan and heat for 4 minutes. • Gently drop the rolled-out dough and fry for 2 min- utes. • Remove and repeat the process for all the dough pieces. Let it cool and serve. Energy 1,408 kJ/ 337 kcal │| Fat 18.5 g |│ Carbohydrates 35.9 g │| Protein 5.9 g │| Fibre 1.7 g │ Vitamin A 73 mcg |│ Iron 2.8 mg │| Zinc 0.50 mg Nutrition data per 100g of recipe: 305 A Recipe Book 0f Common Mixed Dishes with Nutrient Values; As Prepared by Communities. KFCT Code 15140 ",,
151,307 ,,,,
152,Vimumunya vya Sukari (Sweetened Pumpkin & Coconut Milk) ," pumpkin, unpeeled (1.7 kg) Serves 4 1 tsp. (1 g) cardamoms, powder ½ cup (113 g) sugar 1 ½ cups (400 g) coconut milk 3 3/4 cups (810 g) water utes. ","• Peel pumpkin and cut into large chunks. • Put the pumpkin onto a cooking pot, add all the water and put on heat. • Bring to a boil for 17 minutes. • Add half the amount of coconut milk and boil for 6 min- • Add sugar and cardamoms. • Add the rest of the coconut milk. Cover and cook for 18 more minutes. • Remove from heat. Energy 390 kJ/ 93 kcal │| Fat 3.0 g │| Carbohydrates 14.5 g │| Protein 1.1 g |│ Fibre 1.8 g │ Vitamin A 81 mcg |│ Iron 0.3 mg |│ Zinc 0.21 mg Nutrition data per 100g of recipe: 309 A Recipe Book 0f Common Mixed Dishes with Nutrient Values; As Prepared by Communities. KFCT Code 15067 ",,
153,Siro (Semolina & Nuts) ,"1 cup (145 g) semolina flour 1 cup (177 g) cow ghee 2 1/8 cups (472 g) cow milk 1 cup (188 g) sugar • 15 pistachio nuts, raw (22 g) 1 tbsp. almonds, nuts, raw (10 g) 1 tsp. (1 g) cardamoms, powder ","Into a clean pot, add semolina flour and ghee. • Heat for 15 minutes while stirring continuously. • Put milk into a separate pot and bring to a boil • Add cardamoms into the milk and boil. • Add the boiled milk into the semolina flour mixture and stir. • Add sugar and stir, cook for another 7 minutes • Remove from heat and garnish with almonds and pistachio nuts. • Serve. Energy 1,716 kJ/ 412 kcal │| Fat 26.1 g │| Carbohydrates 39.4 g │| Protein 4.3 g │| Fibre 1.1 g │ Vitamin A 196 mcg |│ Iron 0.5 mg │| Zinc 0.66 mg Nutrition data per 100g of recipe: 311 A Recipe Book 0f Common Mixed Dishes with Nutrient Values; As Prepared by Communities. KFCT Code 15133 ",,
154,Chaas (Diluted Yoghurt) ,"2 cups (450 g) natural yoghurt ¾ cup (169 g) water 1 tsp. (4 g) salt, iodized • • ","Add natural yoghurt, all the water and salt and whisk Serve Energy 252 kJ/ 60 kcal │| Fat 2.2 g │| Carbohydrates 8.0 g │| Protein 2 g │| Fibre 0.0 g │ Vitamin A 24 mcg |│ Iron 0.1 mg │| Zinc 0.24 mg Nutrition data per 100g of recipe: 313 A Recipe Book 0f Common Mixed Dishes with Nutrient Values; As Prepared by Communities. KFCT Code 15132 ",,
